,MAR,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,(blank),,,,,,
1919,,,,,,,,,0.43,,,4.193,0.47,,,5.892,,,,,,,,,,,0,0.115,,,,,,8.916,1.192,1.058,0.052,,,,,,0,,,0,0,,,,,6.409,,,2.577,0,,0.014,,,0.756,,,0.077,,3.006,,,,10.518,,,,,,,,,0.019,,,0,,,,0,,0,,0.152,,0.081,,,,,0.5,0,,1.436,,,,,,,0,,,,,,,,0,,,,,,,,,2.76,,,,,0,,,,,,,,,0,,,,,0,,3.235,2.036,,,3.461,,,,0,0.429,0.006,,,,0,,0.359,0,,,,,,,,,,,0,,,,0,,,,,,,,1.32,,,,,,,,0,,,,,1.696,,,,0.789,,,,0,14.026,,,0.072,,,,,,,,,,,,,,,
1920,,,,,,0,,,0.666,,,4.81,2.254,,,7.315,,,,0.217,,,,,,,0,0.133,,,,,,9.606,1.869,0.748,0.057,,,,,,0,,,0,0,,,,,7.06,,,2.222,0,,0.014,,,0.663,,,0.088,,3.898,,,,10.769,,,,,,,,0,0.119,,,0,,,,0,,0,0.704,0.163,,0.095,,,,,0.479,0,,1.333,,,,,,,0,,,,,,,,0,,,,,0,,,,5.125,,,,,0,,,,,,,,,0,,,,,0,,3.243,2.015,,,2.872,,,,0,0.459,0.011,,,3.192,0.159,,0.349,0,,,,,0.445,,,,,,0,,,,0,,,,,,,,1.78,,,,,,,,0,,,,,2.236,,,,0.816,,,,0,16.268,,,0.05,,,,,,,,,,,,,,,
1921,,,,,,0,,,0.61,,0,4.247,2.978,,,6.745,,,,0.266,,0,,,0,0,0,0.104,0,,,0,,8.929,1.154,0.886,0.053,,,,,0,0.005,,,,0,,0,0,,7.697,,0,2.071,0,,0.014,,,0.695,,,0.089,0,3.52,,,,7.268,,,,,,,,,0.128,0,,0,,,,0,,0,1.152,0.17,,0.077,,,,,0.581,0,,1.185,,0,,,,,0,,,,,,0,,0,,,,,,,,0,6.072,,,,,0,,,,,0,,0,0,0,0,,,0.031,0,,3.362,1.267,,,2.749,,,,0,0.515,0.007,,,3.085,0,,0.354,0,,,,,0.475,,,,,,0,0,,,,,,,,,,,1.02,0,,0,,0,,,0,,,,0,2.73,,,,0.727,0,0,,0,13.071,,0,0.054,0,,,0,,,0,,,,,,,,
1922,,,,,,0,,,0.78,,,4.375,2.852,,,7.397,,,,0.288,,,,,,,0,0.133,,,,,,7.569,1.591,0.723,0.056,,,,,,0.022,,,,0,,,,,7.37,,,2.91,0,,0.014,,,0.692,,,0.222,,4.146,,,,9.667,,,,,,,,,0.115,,,0,,,,0,,0,1.361,0.16,,0,,,,0,0.676,0,,1.251,,,,,,,0,,,,,,,,0,,,,,,,,,5.664,,,,,0,,,,,,,,,0,,,,,0,,3.885,2.409,,,2.736,,,,0,0.611,0.008,,,2.883,0,,0.482,0,,,,,0.565,,,,,,0,,,,,,,,,,,,1.674,,,,,,,,0,,,,,2.651,,,,0.925,,,,0,12.994,,,0.068,,,,,,,,,,,,,,,
1923,,,,,,0,,,0.871,,,4.369,2.722,,,9.43,,,,0.3,,,,,,,0,0.159,,,,,,10.062,1.977,0.789,0.068,,,,,,0.028,,,,0,,,,,5.336,,,3.142,0,,0.02,,,0.789,,,0.456,,4.626,,,,10.217,,,,,,,,,0.153,,,0,,,,0,,0,1.454,0.182,,0,,,,,0.699,0,,1.312,,,,,,,0,,,,,,,,0,,,,,,,,,4.696,,,,,0,,,,,,,,,0,,,,,0,,3.81,2.508,,,2.898,,,,0,0.607,0.008,,,2.059,0,,0.431,0,,,,,0.661,,,,,,0,,,,,,,,,,,,2.026,,,,,,,,0,,,,,3.221,,0.106,,0.974,,,,0,16.88,,,0.148,,,,,,,,,,,,,,,
1924,,,,,,0,,,1.092,,,4.66,3.067,,,9.91,,,,0.337,,,,,,,0,0.172,,,,,,8.251,1.859,1.03,0.073,,,,,,0.029,,,,0,,,,,7.218,,,3.647,0,,0.024,,,0.835,,,0.534,,5.135,,,,10.615,,,,,,,,,0.217,,,0,,,,0,,0,1.37,0.199,,2.229,,,,,0.831,0,,1.354,,,,,,,0,,,,,,,,0,,,,,,,,,4.355,,,,,0,,,,,,,,,0,,,,,0,,4.219,2.836,,,2.96,,,,0,0.726,0.008,,,1.843,0,,0.482,0,,,,,0.77,,,,,,0,,,,,,,,,,,,2.403,,,,,,,,0,,,,,4.377,,0.176,,0.998,,,,0,14.825,,,0.125,,,,,,,,,,,,,,,
1925,,,,,,0,,,1.087,,,4.759,2.89,,,10.049,,,,0.324,,,,,,,0,0.177,,,,,,7.893,1.931,0.959,0.069,,,,,,0.063,,,,0,,,,,7.264,,,3.135,0,,0.037,,,0.856,,,0.519,,5.274,,,,9.996,,,,,,,,,0.333,,,0,,,,0,,0,1.223,0.206,,2.025,,,,,0.792,0,,1.38,,,,,,,0,,,,,,,,0,,,,,,,,,3.607,,,,,0,,,,,,,,,0,,,,,0,,4.568,2.77,,,2.964,,,,0,0.945,0.008,,,1.822,0,,0.49,0,,,,,0.888,,,,,,0,,,,,,,,,,,,2.137,,,,,,,,0,,,,,5.101,,0.169,,1.098,,,,0,14.996,,,0.217,,,,,,,,,,,,,,,
1926,,,,,,0,,,1.059,,,4.601,2.825,,,9.92,,,,0.313,,,,,,,0,0.177,,,,,,8.74,1.899,0.971,0.061,,0,,,0,0.117,,,,0,,,,,6.505,,,3.037,0,,0.049,,,0.818,,,0.479,,5.238,,,,5.456,,,,,,,,,0.302,,,0,,,,0,,0,1.407,0.203,,2.73,,,,,0.909,0,,1.368,,,,,,,0,,,,,,,,0,,,,,,,,,2.78,,,,,0,,,,,,,,0,0,,,,,0,,4.602,2.306,,,3.031,,,,0,0.921,0.005,,,1.798,0,,0.487,0,,0,,,1.084,,,,,,0,,,,,,,,,,,,2.068,,,,,,,,0,,,,,5.1,,0.213,,1.135,,,,0,16.05,,,0.34,,,,0,,,,,,,,,,,
1927,,,,,,0,,,1.222,,,4.677,3.043,,,11.465,,,,0.314,,,,,,,0,0.193,,,,,,9.303,2.176,0.951,0.069,,,,,,0.111,,,,0,,,,,7.526,,,3.841,0,,0.124,,,0.944,,,0.848,,5.212,,,,10.3,,,,,,,,,0.379,,,0,,,,0,,0,1.551,0.233,,2.28,,,,,1.015,0,,1.459,,,,,,,0,,,,,,,,0,,,,,0,,,,1.947,,,,,0,,,,,,,,,0,,,,,0,,5.02,3.08,,,3.134,,,,0,0.897,0.004,,,2.238,0,,0.556,0,,,,,1.19,,,,,,0,,,,,,,,,,,,2.897,,,,,,,,0,,,,,5.42,,0.231,,1.151,,,,0,15.463,,,0.319,,,,,,,,,,,,,,,
1928,,,,,,0,,,1.131,,,4.177,3.195,,,11.095,,,,0.365,,,,,,,0.002,0.184,,,,,,9.294,2.252,0.885,0.07,,,,,,0.177,,,,0,,,,,7.854,,,3.598,0,,0.248,,,0.938,,,0.923,,5.164,,,,9.618,,,,,,,,,0.383,,,0,,,,0,,0,1.617,0.265,,2.206,,,,,0.951,0,,1.484,,,,,,,0,,,,,,,,0,,,,,,,,,1.452,,,,,0.223,,,,,,,,,0,,,,,0,,4.958,3.04,,,3.248,,,,0,1.014,0.007,,,2.29,0,,0.604,0,,,,,1.33,,,,,,0,,,,,,,,,,,,2.665,,,,,,,,0,,,,,8.258,,0.216,,0.959,,,,0,15.134,,,0.591,,,,,,,,,,,,,,,
1929,,,,,,0,,,1.135,,,3.704,3.634,,,12.092,,,0,0.418,,,,,,,0.005,0.193,,,,,,9.626,2.557,0.957,0.074,,,,,,0.165,,,,0,,,,,8.339,,,4.307,0,,0.312,,,1.035,,,0.981,,5.692,,,,10.104,,,,,,,,,0.432,,,0,,,,0,,0,1.764,0.328,0.167,3.41,,,,,1.09,0,,1.503,,,,,,,0,,,,,,,,0,,,,,,,,,1.315,,,,,0.213,,,,,,,,,0,,,,,0,,5.312,3.411,,,3.333,,,0,0,1.315,0.006,,,2.614,0,,0.593,0,,,,,1.471,,,,,,0,,,,,,,,,,,,3.17,,,,,,,,0,,,,,9.046,,0.242,,0.934,,,,0,16.062,,,0.599,,,,,,,,,,,,,,,
1930,,,,,,0,,,1.075,,,3.411,2.827,,,11.619,,,,0.399,,,,,,,0.005,0.165,,,,,,9.011,2.364,0.904,0.078,,,,,,0.083,,,,0,,,,,7.106,,,3.905,0,,0.349,,,1.01,,,0.769,,5.721,,,,9.633,,,,,,,,,0.45,,,0,,,,0,,0,1.449,0.316,,3.269,,,,,0.972,0,,1.345,,,,,,,0,,,,,,,,0,,,,,,,,,1.189,,,,,0.213,,,,,,,,,0,,,,,0,,5.181,3.114,,,3.264,,,,0,1.028,0.008,,,2.009,0,,0.638,0,,,,,1.646,,,,,,0,,,,,,,,,,,,3.093,,,,,,,,0,,,,,9.016,,0.266,,0.921,,,,0,14.111,,,0,,,,,,,,,,,,,,,
1931,,,,,,0,,,1.058,,,3,2.704,,,10.37,,,,0.373,,0,,,0,0,0.003,0.122,,,,,,7.13,2.479,0.677,0.082,,0,,,,0.041,,,,0,,,0,,5.904,,,4.02,0,,0.384,,,0.954,,,0.868,,5.205,,,,8.962,,,,,,,,,0.425,,,0,,,,0,,0,1.285,0.291,,3.361,,,,0.069,0.832,0,,1.197,,0,,,,,0,,,,,,,,0,,,,,,,,0,0.96,,,,,0.2,,,,,,,0,0,0,,,,0.046,0,,5.63,2.868,,,2.805,,,,0,0.809,0.007,,,1.919,0,,0.572,0,,0,,,1.804,,,,,,0,0,0,,,,,,,,,,3.089,,,0,,,,,0.002,,,,0,7.474,,0.26,,0.797,0,0,,0,11.919,,0,0,,,,,,,0,,,,,,,,
1932,,,,,,0,,,1.058,,,3.097,2.26,,,8.286,,,,0.427,,,,,,,0.006,0.119,,,,,,6.515,2.497,0.659,0.078,,,,,,0.01,,,,0,,,,,5.294,,,3.733,0,,0.347,,,0.888,,,0.864,,4.589,,,,8.559,,,,,,,,0,0.412,,,0,,,,0,,0,1.164,0.281,,2.183,,,,0.084,0.679,0,,1.18,,,,,,,0,,,,,,,,0,,,,,,,,,0.912,,,,,0.201,,,,,,,,,0,,,,,0,,5.107,3.046,,,2.322,,,,0,0.727,0.007,,,1.449,0,,0.488,0,,,,,1.883,,,,,,0,,,,,,,,,,,,3.045,,,,,,,,0.002,,,,,7.815,,0.26,,0.74,,,,0.044,10.033,,,1.132,,,,,,,,,,,,,,,
1933,,,,,,0.007,,,1.05,,,3.26,2.113,,,8.843,,,,0.375,,,,,,,0.018,0.133,,,,,,6.374,2.325,0.916,0.085,,,,,,0.065,,,,0,,,,,5.535,,,3.687,0,,0.347,,,0.777,,,0.916,,4.768,,,,8.444,,,,,,,,,0.35,,,0,,,,0,,0,1.133,0.298,,3.134,,,,0.102,0.731,0,,1.362,,,,,,,0,,,,,,,,0,,,,,,,,,0.926,,,,,0.199,,,,,,,,,0,,,,,0,,4.69,3.217,,,2.307,,,,0,1.16,0.006,,,1.471,0,,0.569,0,,,,,1.857,,,,,,0,,,,,,,,,,,,3.159,,,,,,,,0.002,,,,,9.653,,0.298,,0.841,,,,0.037,10.694,,,0.831,,,,,,,,,,,,,,,
1934,,,,,,0.007,,,1.112,,,3.403,2.038,,,9.088,,,,0.385,,,,,,,0.029,0.127,,,,,,7.257,2.312,1.064,0.098,,,,,,0.089,,,,0,,,,,6.164,,,4.001,0,,0.343,,,0.833,,,1.116,,4.808,,,,9.084,,,,,,,,,0.424,,,0,,,,0,,0,1.188,0.317,,3.197,,,,0.101,0.944,0,,1.489,,,,,,,0,,,,,,,,0,,,,,,,,,1.026,,,,,0.201,,,,,,,,,0,,,,,0,,4.639,3.306,,,2.57,,,,0,1.156,0.007,,,1.521,0,,0.576,0,,,,,2.125,,,,,,0,,,,,,,,,,,,3.506,,,,,,,,0.002,,,,,11.181,,0.365,,0.815,,,,0.028,11.315,,,1.525,,,,,,,,,,,,,,,
1935,,,,,,0.018,,,1.075,,,3.754,2.063,,,8.659,,,,0.386,,,,,,,0.027,0.149,,,,,,7.088,2.284,1.107,0.114,,,,,,0.287,,,,0,,,,,6.776,,,4.135,0,,0.358,,,0.915,,,0.985,,4.666,,,,9.171,,,,,,,,,0.43,,,0,,,,0,,0,1.235,0.325,,3.214,,,,0.123,1.072,0,,1.539,,,,,,,0,,,,,,,,0,,,,,,,,,1.143,,,,,0.196,,,,,,,,,0,,,,,0,,4.426,3.392,,,2.662,,,,0,1.208,0.008,,,1.534,0,,0.608,0,,,,,2.096,,,,,,0,,,,,,,,,,,,3.675,,,,,,,,0.002,,,,,11.719,,0.368,,0.832,,,,0.028,11.675,,,1.732,,,,,,,,,,,,,,,
1936,,,,,,0.127,,,1.141,,,3.995,2.015,,,9.036,,,,0.389,,,,,,,0.017,0.136,,,,0,0,7.677,2.384,1.07,0.128,,0,,,0,0.328,,,,0,,,,,7.431,,,4.247,0,,0.39,,,0.325,,,1.381,0,4.734,,,,9.655,,,,,,,,,0.49,,,0,,,,0,,0,1.318,0.348,,3.425,,,,0.099,0.75,0,,1.668,,,,,,,0,,,,,,,,0,,,,,,,,,1.155,,,,,0.198,,,,,,,,,0,,,,,0,,4.692,3.602,,,2.66,,,,0,1.228,0.009,,,1.64,0,,0.566,0,,0,,,2.177,,,,,,0,,,,,,,,,,,,4.014,0,,,,,0,,0.002,,,,,13.011,,0.358,,0.881,,,,0.029,13.316,,,0.903,,,,0,,,,,,,,,,,
1937,,,,,,0.289,,,1.241,,,4.225,2.263,,,10.839,,,,0.429,,,,,,,0.021,0.158,,,,,,8.257,2.508,1.104,0.119,,,,,,0.324,,,,0,,,,,8.322,,,4.354,0,,0.425,,,0.21,,,1.873,,5.201,,,,9.916,,,,,,,,,0.515,,,0,,,,0,,0,1.498,0.399,,3.518,,,,0.101,1.051,0,,1.763,,,,,,,0,,,,,,,,0,,,,,0,,,,1.288,,,,,0.202,,,,,,,,,0,,,,,0,,5.125,4.036,,,2.766,,,,0,1.436,0.009,,,1.833,0,,0.668,0,,,,,1.847,,,,,,0,,,,,,,,,,,,4.625,,,,,,,,0.002,,,,,16.132,,0.254,,0.951,,,,0.038,13.846,,,2.641,,,,,,,,,,,,,,,
1938,,,,,,0.335,,,1.193,,,4.068,0.859,,,9.465,,,,0.484,,,,,,,0.025,0.155,,,,,,7.482,2.499,1.136,0.108,,,,,,0.346,,,,0,,,,,8.786,,,3.881,0,,0.438,,,0.524,,,1.561,,4.817,,,,9.469,,,,,,,,,0.403,,,0,,,,0,,0,1.614,0.415,,3.399,,,,0.058,1.038,0,,1.836,,,,,,,0,,,,,,,,0,,,,,,,,,1.234,,,,,0.192,,,,,,,,,0,,,,,0,,4.995,3.575,,,2.652,,,,0,1.286,0.011,,,1.933,0,,0.551,0,,,,,1.715,,,,,,0,,,,,,,,,,,,4.163,,,,,,,,0.003,,,,,18.238,,0.273,,1.041,,,,0.039,11.618,,,1.693,,,,,,,,,,,,,,,
1939,,,,,,0.405,,,1.245,,,4.619,0.954,,,8.799,,,,0.528,,,,,,0,0.032,0.148,,,,,,8.225,2.824,1.011,0.13,,,,,,0.52,,,,0,,,,,9.378,,,4.292,0,,0.444,,,0.617,,,1.324,,4.652,,,,9.443,,,,,,,,,0.035,,,0,,,,0,,0,1.568,0.447,,3.936,,,,0.064,1.054,0,,1.769,,,,,,,0,,,,,,,,0,,,,,,,,,1.132,,,,,0.198,,,,,,,,,0,,,,,0,,4.642,4.244,,,2.747,,,,0,0.925,0.006,,,1.657,0,,0.628,0,,,,,1.602,,,,,,0,,,,,,,,,,,,4.648,,,,,,,,0.003,,,,0,20.319,,0.281,,1.236,,,,0.045,12.7,,,1.895,,,,,,,,,,,,,,,
1940,,,,0,,0.638,,,1.122,,,4.131,1.097,,,7.453,,,,0.616,,,,,,,0.048,0.158,,,,,,9.309,1.97,1.042,0.166,,,,,,0.455,,,,0,,,,,9.386,,,3.875,0,,0.442,,,0.841,,,0.627,,3.365,,,,9.869,,,,,,,,,0.033,,,0,,,,0,,0,1.707,0.433,,3.902,,,,0.082,1.108,0,,2.104,,,,,,,0,,,,,,,,0,,,,,0,,,,1.14,,,,,0.192,,,,,,,,,0,,,,,0,,3.772,2.194,,,2.914,,,,0,0.824,0.008,,,5.58,0,,0.509,0,,,,,1.508,,,,,,0,,,,,,,,,,,,2.917,,,,,,,,0.004,,,,,22.591,,0.307,,1.3,,,,0.043,14.133,,,3.268,,,,,,,,,,,,,,,
1941,,,,,,0.571,,,0.97,,,4.866,1.185,,,7.889,,,0,0.66,,,,,,,0.039,0.15,,,,,,10.184,1.561,1.083,0.207,,,,,,0.397,,,,0.017,,,,,9.423,,,4.512,0,,0.287,,,0.83,,,0.878,,3.033,,,,9.757,,,,,,,,,0.018,,,0.005,,,,0,,0,1.914,0.393,0.184,2.828,,,,0.064,0.961,0,,2.093,,,,,,,0,,,,,,,,0,,,,,,,,,1.078,,,,,0.19,,,,,,,,,0,,,,,0,,4.148,1.613,,,3.075,,,0,0,0.803,0.006,,,,0,,0.488,0,,,,,1.432,,,,,,0,,,,,,,,,,,,2.365,,,,,,,,0.004,,,,,20.155,,0.313,,1.29,,,,0.044,15.252,,,3.91,,,,,,,,,,,,,,,
1942,,,,,,0.667,,,0.923,,,5.097,1.262,,,7.418,,,,0.791,,,,,,,0.049,0.137,,,,,,10.97,1.365,1.108,0.218,,,,,,0.431,,,,0.018,,,,,9.445,,,4.228,0,,0.409,,,0.882,,,0.759,,3.114,,,,9.704,,,,,,,,0,0.031,,,0.005,,,,0,,0,2.008,0.138,,2.372,,,,0.117,0.933,0,,1.973,,,,,,,0,,,,,,,,0,,,,,,,,,0.883,,,,,,,,,,,,,,0,,,,,0,,3.832,1.54,,,3.115,,,,0,0.908,0,,,,0,,0.387,0,,,,,1.497,,,,,,,,,,,,,,,,,,2.036,,,,,,,,0,,,,,20.948,,0.272,,1.014,,,,0.037,16.231,,,2.94,,,,,,,,,,,,,,,
1943,,,,,,0.413,,,0.948,,,4.844,1.415,,,7.031,,,,0.852,,0,,,,,0.053,0.147,,,,,,11.415,1.43,1.145,0.185,,,,,,0.377,,,,0.018,,0,,,9.666,,,5.231,0,,0.4,,,0.906,,,1.062,,3.217,,,,9.338,,,,,,,,,0.029,,,0.004,,,,0,,0,2.038,0.275,,2.418,,,,0.087,0.158,0,,1.985,,,,,,,0,,,,,,,,0,,,,,,,,,0.863,,,,,,,,,,,,,,0,,,,,0.007,,3.843,1.799,,,3.295,,,,0,0.972,0,,,,0,,0.373,0,,,,,1.398,,,,,,,,,,,,,,,,,,2.454,,,,,0,,,0.002,,,,,19.601,,0.333,,0.989,,,,0.033,16.543,,,2.574,,,,,,,,,,,,,,,
1944,,,,,,0.137,,,0.924,,,4.688,1.376,,,4.004,,,,0.639,,,,,,,0.05,0.131,,,,,,11.464,1.022,1.129,0.185,,,,,,0.466,,,,0.018,,,,,8.606,,,5.082,0,,0.49,,,0.972,,,0.731,,2.06,,,,9.033,,,,,,,,,0.015,,,0.004,,,,0,,0,1.673,0.126,,2.163,,,,0.088,0.079,0,,1.801,,,,,,,0,,,,,,,,0,,,,,,,,,0.887,,,,,,,,,,,,0,,0,,,,,0.003,,2.548,1.598,,,3.313,,,,0,0.938,0,,,,0,,0.408,0,,,,,0.946,,,,,,,,,,,,,,,,,,1.908,,,,,,,,0.001,,,,,20.13,,0.378,,0.711,,,,0.046,17.593,,,3.682,,,,,,,,,,,,,,,
1945,,,,,,0.106,,,0.89,,,4.432,0.672,,,4.655,,,,0.752,,,,,,,0.059,0.148,,,,,,10.54,0.368,1.018,0.095,,,,,0,0.429,,,,0.022,,,,,1.708,,,3.478,0,,0.442,,,1.057,,,0.171,,2.704,,,,8.506,,,,,,,,,0.009,,,0.006,,,,0,,0,0.91,0.055,,2.319,,,,0.07,0.096,0,,1.007,,,,,,,0,,,,,,,,0,,,,,,,,,0.955,,,,,,,,,,,,,0,0,,,,,0.007,,1.585,1.3,,,3.335,,,,0,0.896,0.001,,,,0,,0.416,0,,,,,1.189,,,,,,,,,,,,,,,,,,0.691,,,,,,,,0,,,,,20.182,,0.378,,0.335,,,,0.053,16.795,,,3.737,,,,0,,,,,,,,,,,
1946,,,,,,0.42,,,0.877,,0,4.747,1.826,,,6.754,,,0,0.712,,,,,0,,0.056,0.158,0,,,0,,10.975,1.293,0.962,0.059,,,,,,0.462,,,,0.034,,,0,,4.188,,0,4.31,0,,0.387,,,1.042,,,0.864,0,4.108,,,,8.876,,,,,,,,,0.017,0,,0.006,,,,0,,0,1.196,0.019,0.169,2.776,,,,0.122,0.486,0,,0.684,,,,,,,0.027,,,,,,0,,0,,,,,,,,0,1.051,,,,,,,,,,0,,,,0,0,,,,0.003,,3.306,2.266,,,3.15,,,0,0,0.81,0.007,,,4.373,0,,0.481,0,,0,,,1.095,,,,,,,0,,,,,,,,,,,2.609,0,,,,,,,0,,,,,19.528,,0.366,,0.438,,,,0.068,15.899,,0,18.445,0,,,,,,,,,,,,,,
1947,,,,,,0.79,,,0.912,,,5.025,2.533,,,9.725,,,,0.838,,,,,,,0.058,0.185,,,,,,11.146,2.092,0.993,0.063,,,,,,0.46,,,,0.037,,,,,4.814,,,5.184,0.004,,0.395,,,1.147,,,1.415,,4.522,,,,9.331,,,,,,,,,0.022,,,0.005,,,,0,,0,1.527,0.057,0.17,2.968,,,,,0.801,0,,0.898,,,,,,,0.048,,,,,,,,0,,,,,,,,,1.17,,,,,,,,,,,,,,0,,,,,0.006,,4.64,3.364,,,3.039,,,,0,0.816,0.012,,,3.864,0,,0.679,0,,,,,1.033,,,,,,0,,,,,,,,,,,,3.722,,,,,,,,0.002,,,,,20.623,,0.38,,0.571,,,,0.069,17.174,,,4.576,,,,,,,,,,,,,,,
1948,,,,,,0.591,,,1.069,,,4.989,3.526,,,9.958,,,,0.874,,,,,,,0.07,0.159,,,,,,12.047,2.233,1.061,0.044,,,,,,0.396,,,,0.035,,,,,5.624,,,4.082,0.011,,0.427,,,1.195,,,2.166,,4.788,,,,9.525,,,,,,,,,0.175,,,0.005,,,,0,,0,1.792,0.215,0.168,2.834,,,,,0.768,0,,1.101,,,,,,,0.089,,,,,,,,0,,,,,,,,,1.182,,,,,,,,,,,,,,0,,,,,0.006,,4.831,3.437,,,3.007,,,,0.027,0.867,0.012,,,3.715,0,,0.637,0,,,,,1.473,,,,,,0,,,,,,,,,,,,4.518,,,,,,,,0.002,,,,,21.103,,0.383,,0.679,0,0,,0.068,17.535,,,5.497,,,,,,,,,,,,,,,
1949,,,,,,0.841,,,0.92,,,4.762,3.834,,,9.394,,,,1.037,,,,,,,0.097,0.145,,,,,,10.785,1.842,0.986,0.109,,,,,,0.442,,,,0.034,,,,,6.367,,,3.998,0.012,,0.42,,,1.296,,,1.247,,5.532,,,,9.659,,,,,,,,,0.209,,,0.006,,,,0,,0,2.21,0.298,0.175,2.805,,,,,0.853,0,,1.203,,0,,,,,0.114,,,,,,,,0,,,,,,,,,1.091,,,,,,,,,,,,,,0,,,,,0.006,,5.081,3.224,,,3.003,,,,0.031,0.885,0.018,,,4.326,0,,0.664,0,,,,,1.44,,,,,,0,,,,,,,,,,,,3.892,,,,,,,,0.003,,,,,22.36,,0.387,,0.616,,,,0.067,14.446,,,5.94,,,,,,,,,,,,,,,
1950,0.285,0,0.011,0.041,,0.235,,0,1.748,,0,6.706,3.018,0,0,8.838,0,0,0,1.036,11.968,0.696,,0,0.266,,0.16,0.365,0.348,,0,0,0,11.242,2.197,1.368,0.142,0,0.032,0.122,0,,0.609,0,0.577,0.298,0.948,0,,0.542,0,7.312,0.178,,5.161,0.147,0.427,0.214,0.495,0,1.179,,0.005,1.636,0.419,4.839,,,0,9.903,,0.128,,0,0.297,0.054,0.014,0.049,0.539,0.096,,0.199,0.288,0.641,,0.195,0,0.035,1.973,0.142,0.177,3.345,0,0.289,5.197,1.33,0.891,0.194,0.358,1.241,,0.15,,0,0,,0.114,2.517,0,1.136,0.051,0.127,0.044,,0.204,0,,25.107,0,0,0,0.075,0,1.091,,,0,0.788,0.047,0,0.367,0.147,0,,0.248,0.409,0,0,0,3.397,0,0.06,0.147,,5.116,2.587,0.003,,4.499,0,,0,0.602,0.589,0.194,,0.033,4.525,0,0.074,0.669,0.042,0,0,14.091,0.104,1.198,,0,1.65,0.096,0,0,,0,0.077,0.122,0.021,,0,0,0.99,,,4.096,0.013,,0,0.121,,0,0.018,0.046,,,0,0.155,3.649,0.339,0.444,,0.497,0.062,0.021,,1.098,15.995,,0.055,6.994,,0,0,0.045,0,4.486,0,0,,,,,,,
1951,0.317,0,0.012,0.054,,0.314,,0,2.001,,0,7.029,3.363,0,0,10.324,0,0,0,1.119,10.083,0.826,,0,0.361,,0.147,0.39,0.51,,0,0,0,11.558,2.608,1.581,0.179,0,0.042,0.141,0,,0.644,0,0.414,0.316,1.071,0,,0.565,0,8.22,0.406,,5.097,0.147,0.458,0.198,0.499,0,1.175,,0.003,1.973,0.446,5.446,,,0,10.781,,0.173,,0,0.31,0.054,0.007,0.048,0.592,0.144,,0.199,0.419,0.684,,0.219,0,0.04,2.344,0.133,0.183,3.603,0.395,0.412,4.456,2.16,1.04,0.363,0.301,1.467,,0.223,,0,0,,0.151,0.744,0,1.075,0.047,0.148,0.131,,0.191,0,,30.326,0,0,0,0.059,0,1.212,,,0,0.823,0.053,0,0.37,0.149,0,,0.36,0.275,0,0,0,4.398,0,0.044,0.152,,5.415,2.876,0.003,,4.201,0,,0,0.629,0.603,0.185,,0.037,4.839,0,0.097,0.641,0.032,0,0,14.148,0.113,1.365,,0,0,0.123,0,0,,0,0.046,0.144,0.021,,0,0.062,1.055,,,4.736,0.013,,0,0.109,,0,0.018,0.051,,,0,0.149,3.821,0.373,0.465,,0.623,0.054,0.026,,1.162,16.262,,0.054,8.275,,0,0,0.043,0,4.677,0,0,,,,,,,
