,MAR,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,(blank),,,,,,
1998,1.136,20.624,0.055,0.471,,0.564,,28.691,3.855,1.081,4.007,17.917,8.338,3.961,0.04,12.696,0.187,0.078,0.19,6.448,29.966,5.792,2.824,5.749,1.607,,1.368,1.834,4.255,16.509,0.701,2,0.069,17.659,6.27,3.868,2.621,0.435,0.221,0.037,0.256,,1.68,0.175,0.383,1.409,2.213,1.753,,7.241,11.978,11.323,0.47,,11.661,2.215,3.524,1.845,1.813,0.183,6.853,12.024,0.051,11.494,0.962,7.211,,1.109,4.252,9.574,1.028,0.355,,0.176,4.975,0.181,0.142,0.282,8.941,1.777,,0.786,4.035,2.19,6.035,0.751,4.312,0.149,5.967,1.04,0.921,10.838,4.824,3.259,9.081,9.896,7.98,3.718,2.949,9.594,9.194,0.337,1.243,0.168,0.368,,7.818,28.154,0.134,5.34,0.145,8.746,2.024,,0.421,0.983,4.475,17.941,3.415,3.806,1.474,0.117,1.114,3.934,,6.272,0.073,6.324,0.179,3.683,3.269,0.066,0.439,,4.293,1.862,0.087,5.159,1.055,8.865,0.091,0.325,0.702,,11.183,9.432,0.098,,7.91,7.349,4.018,0.738,2.04,1.102,0.926,,0.541,8.749,,2.621,5.773,0.884,0.487,1.97,58.827,3.539,4.628,10.019,0.069,10.437,0.165,0.364,13.019,,0.358,0.094,1.005,0.061,,0.064,0.375,4.571,8.178,8.023,6.619,1.179,,5.43,3.219,,0.019,0.25,2.666,0.415,7.266,,0.927,15.136,1.894,3.425,,9.248,0.079,0.056,6.453,1.725,20.882,4.937,1.483,7.094,,0.605,0.449,0.752,0.721,8.506,0.232,1.197,1.081,2.008,0.884,8.575,,12.12,2.412
1999,1.162,20.336,0.042,0.574,,0.956,,26.207,4.007,0.974,4.033,18.228,8.16,3.545,0.04,12.13,0.234,0.082,0.195,5.706,28.278,5.689,2.759,5.537,1.464,,1.276,1.852,4.499,11.983,0.682,1.859,0.071,18.015,6.224,4.076,2.599,0.384,0.207,0.03,0.261,,1.418,0.17,0.422,1.434,2.278,13.476,,7.397,11.199,10.988,0.457,,11.13,2.201,2.989,1.732,1.826,0.188,7.397,11.205,0.049,11.376,0.967,7.024,,1.02,3.997,9.416,0.909,0.354,,0.183,4.494,0.192,0.156,0.797,8.831,1.873,,0.783,2.999,2.224,6.487,0.746,4.537,0.158,6.031,1.159,0.962,11.165,5.872,3.157,9.717,9.445,8.057,3.784,2.903,9.853,7.642,0.332,0.961,0.159,0.362,,8.497,27.582,0.177,5.221,0.143,8.453,2.062,,0.461,0.984,3.805,18.759,3.202,3.631,1.065,0.126,1.53,3.901,,5.784,0.075,6.551,0.197,2.538,3.177,0.068,0.437,,4.25,2.067,0.085,4.76,0.893,9.876,0.087,0.337,0.731,,10.778,9.544,0.138,,8.258,9.175,3.958,0.741,1.905,1.147,0.905,,0.449,8.497,,2.837,6.488,0.866,0.439,2.103,55.106,3.547,3.957,10.296,0.067,11.149,0.176,0.384,13.102,,0.374,0.083,0.977,0.056,,0.066,0.368,4.561,8.018,7.705,6.294,1.186,,6.371,3.267,,0.02,0.319,2.824,0.412,8.43,,1.127,17.813,1.908,3.323,,9.532,0.076,0.056,5.93,2.031,20.922,5.02,1.483,7.199,,0.6,0.441,0.806,0.799,8.321,0.177,1.311,1.046,2.025,0.92,8.467,,12.327,2.423
2000,1.174,26.196,0.038,0.58,,0.967,,35.649,3.832,1.127,4.068,18.356,8.223,3.629,0.042,12.305,0.233,0.09,0.212,5.647,28.031,5.606,3.658,5.431,1.617,,1.326,1.87,4.41,14.134,0.698,2.187,0.072,18.545,6.085,3.851,2.651,0.407,0.225,0.017,0.326,,1.433,0.184,0.506,1.393,2.337,36.336,,7.527,12.225,11.036,0.474,,10.29,2.309,2.815,1.639,2.02,0.18,7.626,10.978,0.053,10.993,1.035,6.957,,1.117,3.81,9.509,0.959,0.332,,0.186,4.498,0.203,0.121,0.733,9.242,1.87,,0.851,2.881,2.137,6.064,0.771,4.469,0.16,5.727,1.244,0.979,11.741,5.624,3.072,9.842,10.012,8.138,3.877,3.037,10.003,9.284,0.331,0.941,0.162,0.355,,9.437,26.098,0.176,4.707,0.146,8.791,2.103,,0.545,0.99,3.373,19.881,2.965,3.809,0.835,0.119,1.605,3.913,,5.922,0.075,6.101,0.219,2.836,3.128,0.075,0.432,,4.496,2.27,0.076,5.418,0.863,10.476,0.062,0.621,0.748,,10.778,9.379,0.129,,8.386,9.647,4.01,0.768,1.911,1.168,0.939,,0.477,8.226,,3.036,6.343,0.696,0.515,2.402,58.588,3.882,4.201,10.275,0.066,14.288,0.186,0.399,12.512,,0.364,0.094,0.978,0.053,,0.069,0.361,4.636,7.644,7.76,6.162,1.121,,7.024,3.108,,0.022,0.274,2.877,0.36,8.306,,1.02,18.786,2.053,3.601,,10.021,0.078,0.059,5.723,1.596,21.283,4.899,1.39,6.219,,0.668,0.432,0.802,0.818,8.274,0.173,1.138,1.091,2.078,0.974,8.482,,12.395,2.33
2001,1.291,25.942,0.039,0.572,,1.031,,30.466,3.566,1.16,4.115,18.551,8.701,3.507,0.032,12.196,0.256,0.084,0.242,6.161,19.956,5.179,3.54,5.474,1.765,,1.013,1.897,4.507,13.231,0.645,2.194,0.065,18.136,6.257,3.451,2.699,0.453,0.218,0.017,0.232,,1.372,0.18,0.518,1.441,2.273,37.535,,7.258,12.218,11.23,0.505,,10.543,2.277,2.664,1.797,1.76,0.18,7.582,11.288,0.064,12.022,1.302,6.936,,1.586,3.803,9.636,0.807,0.356,,0.192,4.834,0.197,0.118,4.83,9.421,1.866,,0.891,2.99,2.114,5.642,0.853,4.75,0.181,5.902,1.374,0.971,12.166,5.933,3.516,9.756,10.366,8.217,3.963,3.079,9.857,8.817,0.29,0.784,0.181,0.349,,9.428,27.302,0.161,4.81,0.164,8.834,2.272,,0.552,0.997,3.601,20.832,3.171,3.858,0.886,0.107,1.603,4.004,,5.869,0.073,6.514,0.187,3.05,3.256,0.085,0.455,,4.667,2.395,0.074,5.718,1.045,8.708,0.056,0.683,0.776,,11.041,9.626,0.135,,8.851,8.833,4.054,0.764,2.266,1.033,0.891,,0.562,8.139,,3.12,6.285,0.707,0.408,2.818,67.046,4.061,4.48,10.579,0.064,13.94,0.209,0.427,12.317,,0.377,0.12,1.006,0.054,,0.076,0.353,4.961,8.069,8.228,6.259,1.063,,7.63,2.907,,0.02,0.227,3.06,0.362,8.335,,0.913,20.694,2.126,3.297,,10.369,0.089,0.061,6.224,1.53,20.722,4.897,1.667,6.912,,0.753,0.475,0.854,0.88,8.014,0.176,1.018,1.058,2.091,1.004,8.666,,12.535,2.328
2002,1.295,25.686,0.049,0.72,,1.202,,24.13,3.289,1.002,4.289,18.586,8.876,3.575,0.031,12.174,0.285,0.081,0.247,5.862,21.343,5.111,3.785,5.515,1.64,,1.201,1.843,4.531,12.598,0.693,2.236,0.064,18.118,5.998,3.528,2.962,0.419,0.212,0.019,0.17,,1.338,0.176,0.597,1.555,2.324,36.56,,7.329,11.952,11.018,0.536,,10.445,2.413,2.808,1.907,1.751,0.166,7.953,11.014,0.064,12.476,1.091,6.837,,1.309,3.531,9.332,0.733,0.372,,0.197,4.892,0.221,0.116,7.473,9.362,2.057,,0.908,2.571,2.101,5.858,0.887,5.012,0.206,5.818,1.409,0.967,11.576,5.905,3.496,9.988,9.578,8.21,3.795,3.191,10.133,9.956,0.24,0.992,0.175,0.458,,9.692,27.138,0.209,4.539,0.16,8.646,2.066,,0.58,1.004,3.664,22.401,3.22,3.386,0.953,0.073,2.004,3.968,,5.334,0.073,6.504,0.195,3.261,3.388,0.083,0.47,,4.535,2.396,0.071,5.522,0.897,10.855,0.057,0.727,0.779,,10.932,9.384,0.107,,8.773,10.903,4.062,0.788,1.864,1.021,0.876,,0.594,7.944,,2.964,6.626,0.706,0.34,2.898,63.3,3.972,4.511,10.547,0.062,14.888,0.259,0.434,11.423,,0.368,0.123,1.015,0.062,,0.094,0.414,3.23,7.729,8.304,6.349,1.036,,6.413,2.284,,0.019,0.234,3.249,0.292,8.662,0.173,1.008,22.382,2.113,3.376,,10.732,0.099,0.061,6.131,1.388,20.674,5.027,1.757,7.602,,0.863,0.412,0.849,0.832,7.578,0.178,0.957,1.039,2.197,1.023,8.607,,12.522,2.325
2003,1.258,26.387,0.052,0.498,,1.379,,28.528,3.523,1.137,4.582,18.723,9.523,3.658,0.023,12.253,0.312,0.085,0.256,6.451,21.137,4.814,3.831,5.687,1.598,,1.258,1.761,4.665,12.989,0.61,2.123,0.058,18.495,6.125,3.517,3.473,0.309,0.23,0.019,0.263,,1.361,0.223,0.674,1.604,2.264,36.869,,7.599,12.314,11.022,0.554,,11.376,2.397,2.824,2.028,1.998,0.195,7.927,12.448,0.069,13.897,1.286,6.916,,1.311,3.494,9.486,0.823,0.373,,0.202,5.136,0.214,0.144,8.652,9.702,2.149,,0.866,3.198,2.075,6.387,0.961,5.322,0.193,6.106,1.435,0.992,11.268,6.076,3.552,9.897,9.897,8.397,3.93,3.235,10.159,10.938,0.198,1.083,0.185,0.45,,9.652,27.601,0.197,4.909,0.167,8.748,2.236,,0.576,1.006,3.693,23.272,3.344,3.325,1.028,0.098,1.688,4.164,,5.503,0.07,7.167,0.207,3.485,3.252,0.097,0.47,,5.07,2.531,0.075,6.405,0.941,12.176,0.06,0.769,0.841,,11.085,9.608,0.114,,9.075,13.567,4.23,0.804,1.916,0.979,0.86,,0.655,8.284,,3.003,6.11,0.726,0.372,3.099,60.254,3.863,4.743,10.849,0.06,14.497,0.282,0.466,7.321,,0.358,0.125,1.097,0.06,,0.101,0.472,3.154,7.815,8.18,6.392,0.956,,6.402,3.114,,0.041,0.271,3.476,0.315,9.573,0.167,1.203,24.89,2.136,3.56,,11.044,0.102,0.06,6.413,1.38,20.656,4.918,1.846,7.42,,0.951,0.402,0.844,0.888,8.481,0.185,0.843,1.102,2.384,1.049,8.804,,12.626,2.302
2004,1.434,26.535,0.039,0.995,,1.343,,27.679,4.066,1.213,4.759,19.15,9.512,3.795,0.028,12.286,0.324,0.084,0.267,6.393,21.088,5.333,4.126,6.087,1.413,,1.239,1.827,4.724,13.88,0.484,2.126,0.057,18.266,6.157,3.739,3.98,0.426,0.233,0.023,0.263,,1.288,0.234,0.706,1.653,2.217,38.624,,7.7,12.387,10.845,0.532,,10.317,2.009,2.694,2.148,2,0.2,8.195,12.68,0.071,13.155,1.65,6.914,,1.314,3.431,9.464,0.953,0.35,,0.204,5.287,0.207,0.148,7.188,9.718,2.046,,0.907,2.907,2.169,6.126,1.022,5.249,0.218,5.972,1.509,1.024,11.17,6.416,4.331,10.031,9.116,8.424,3.907,3.474,10.141,11.351,0.217,1.165,0.187,0.442,,9.936,28.751,0.245,4.343,0.195,8.821,2.219,,0.634,1.024,3.901,26.095,3.383,3.627,1.092,0.102,2.158,4.121,,5.435,0.071,6.815,0.258,3.788,3.42,0.095,0.506,,5.227,2.542,0.073,6.502,0.975,11.054,0.062,0.77,0.832,,11.123,9.641,0.105,,8.837,11.437,4.386,0.872,1.774,1.169,0.874,,0.727,8.4,,3.047,6.351,0.717,0.625,3.019,56.546,3.837,4.715,10.936,0.06,17.027,0.348,0.477,6.51,,0.349,0.118,1.06,0.058,,0.122,0.461,3.16,7.914,8.351,6.277,0.941,,8.459,2.867,,0.039,0.253,3.738,0.381,9.886,0.181,1.096,25.881,2.224,3.645,,11.593,0.114,0.063,6.486,1.688,20.87,4.821,2.027,5.759,,1.083,0.294,0.839,0.943,9.323,0.182,0.742,1.155,2.576,1.034,8.835,,12.83,2.297
2005,1.498,27.192,0.053,0.979,,1.38,,25.341,4.138,1.459,4.818,19.063,9.616,4.018,0.02,11.887,0.299,0.083,0.275,6.583,21.582,5.285,4.281,6.256,1.483,,1.335,1.857,4.927,13.693,0.609,2.204,0.056,17.765,6.181,3.825,4.458,0.426,0.212,0.027,0.264,,1.407,0.229,0.927,1.615,2.303,37.946,,7.746,12.143,10.602,0.523,,9.622,2.016,3.22,2.202,2.176,0.194,8.413,12.643,0.067,10.844,1.338,6.929,,1.13,3.478,9.349,1.128,0.324,,0.188,5.051,0.201,0.152,6.219,10.081,2.137,,0.959,2.698,1.918,6.421,1.024,5.356,0.223,5.997,1.507,1.068,11.4,6.652,4.2,9.662,8.619,8.359,3.822,3.682,10.19,12.015,0.237,1.101,0.209,0.65,,9.496,31.402,0.243,4.061,0.224,8.989,2.26,,0.619,1.031,4.213,26.297,3.459,3.792,1.176,0.095,1.882,4.296,,5.47,0.07,6.637,0.239,3.585,3.388,0.087,0.508,,5.541,2.692,0.067,6.794,1.137,12.119,0.052,0.763,0.803,,10.825,9.401,0.12,,9.102,11.894,4.499,0.887,2.051,1.344,0.867,,0.694,8.385,,3.159,6.544,0.661,0.766,3.217,58.865,4.346,4.647,11.1,0.059,16.62,0.325,0.516,6.753,,0.341,0.097,1.07,0.057,,0.112,0.514,3.187,7.918,8.481,5.969,0.922,,7.775,2.765,,0.04,0.236,3.779,0.356,10.158,0.175,1.089,29.392,2.241,3.887,,11.467,0.14,0.076,6.686,1.735,20.777,4.419,2.023,6.159,,1.163,0.287,0.889,0.973,8.533,0.19,0.832,1.141,2.74,1.075,8.825,,12.791,2.382
2006,1.535,26.976,0.064,1.098,,1.274,,23.611,4.431,1.48,4.873,19.022,9.256,4.535,0.025,11.655,0.471,0.098,0.299,6.793,19.626,4.943,4.644,6.556,1.513,,1.62,1.838,4.981,13.126,0.58,2.192,0.059,17.392,6.066,3.968,4.908,0.374,0.216,0.028,0.291,,1.435,0.255,0.978,1.645,2.424,38.742,,7.795,12.224,10.76,0.515,,11.037,2.11,2.99,2.065,2.283,0.138,8.088,12.184,0.07,12.953,1.474,6.696,,1.135,2.886,9.241,1.383,0.423,,0.191,4.861,0.208,0.156,5.996,9.918,2.227,,0.943,2.231,1.721,6.125,0.928,5.418,0.224,5.955,1.5,1.121,11.036,7.145,3.563,10.109,9.24,8.245,4.163,3.556,10.022,13.317,0.258,1.073,0.223,0.743,,9.618,31.006,0.265,3.561,0.222,9.051,2.237,,0.609,1.038,4.359,25.518,3.725,3.284,1.204,0.089,2.322,4.35,,5.298,0.071,6.633,0.263,3.852,3.671,0.092,0.5,,5.358,2.956,0.068,6.41,1.133,11.504,0.049,0.693,0.818,,10.493,9.399,0.099,,8.963,15.319,4.604,0.929,2.17,1.247,0.77,,0.666,8.728,,3.194,6.078,0.677,0.618,3.18,62.768,4.522,4.819,11.537,0.058,17.592,0.348,0.409,6.672,,0.332,0.125,1.129,0.055,,0.118,0.502,3.45,7.871,8.544,5.913,0.901,,8.142,2.831,,0.039,0.209,3.826,0.38,10.285,0.172,1.278,32.721,2.253,4.142,,11.744,0.148,0.086,7.138,1.993,20.319,4.47,2.02,6.218,,1.206,0.233,0.884,1.007,9.066,0.185,0.795,1.156,2.896,1.119,8.936,,12.738,2.415
2007,1.609,27.86,0.085,1.197,,1.296,,22.422,4.379,1.725,5.143,19.063,8.907,3.494,0.024,11.25,0.531,0.116,0.301,7.349,25.891,4.937,4.674,6.519,1.609,,1.305,1.9,4.925,22.435,0.568,2.21,0.058,17.876,5.739,4.34,5.255,0.355,0.317,0.03,0.304,,1.406,0.156,1.048,1.858,2.368,42.51,,7.953,12.301,10.458,0.568,,10.11,2.226,3.187,2.243,2.375,0.14,8.136,14.932,0.074,12.597,1.39,6.505,,1.332,2.76,9.013,1.462,0.433,,0.195,5.237,0.227,0.159,5.776,10.068,2.317,,0.921,2.583,2.086,6.333,1.138,5.736,0.25,5.837,1.611,1.192,10.818,7.204,2.187,10.78,9.103,8.071,3.473,3.556,10.285,13.612,0.258,1.276,0.253,0.519,,10.095,30.027,0.153,3.291,0.191,8.361,2.272,,0.623,1.044,4.834,23.782,3.916,3.057,1.134,0.093,2.321,4.293,,4.595,0.074,6.775,0.262,3.632,4.65,0.102,0.555,,4.854,2.99,0.064,6.936,1.135,12.243,0.049,0.649,0.833,,10.477,9.715,0.1,,8.658,16.397,4.639,0.99,2.082,1.517,0.808,,0.923,8.724,,2.651,5.827,0.692,0.618,3.147,53.151,4.773,5.06,11.55,0.059,15.343,0.401,0.436,4.207,,0.365,0.106,1.146,0.055,,0.133,0.49,3.453,7.573,8.572,5.774,0.931,,7.089,3.383,,0.043,0.235,3.811,0.452,11.499,0.169,1.075,34.707,2.339,4.541,,12.162,0.14,0.094,7.256,1.797,20.395,4.4,2.109,5.802,,1.22,0.455,0.933,0.963,9.345,0.152,0.741,1.173,3.045,1.141,8.856,,12.724,2.443
2008,1.673,26.245,0.154,1.181,,1.461,,22.806,4.679,1.908,5.19,18.971,8.852,4.021,0.023,11.171,0.507,0.131,0.332,7.183,26.682,4.273,5.351,6.783,1.437,,1.378,2.007,5.842,24.021,0.599,2.312,0.058,17.128,5.847,4.309,5.614,0.347,0.293,0.031,0.318,,1.515,0.167,0.956,1.833,2.69,39.648,,7.97,11.735,10.521,0.608,,9.437,2.147,3.159,2.342,2.451,0.097,7.334,13.339,0.079,11.015,1.055,6.359,,1.149,2.714,8.696,1.189,0.392,,0.212,5.119,0.233,0.155,5.182,9.73,2.405,,0.815,2.517,2.09,6.331,1.101,5.457,0.247,5.746,1.762,1.309,10.524,7.429,3.197,11.612,9.611,7.841,3.656,3.287,9.625,13.383,0.261,1.454,0.28,0.508,,10.304,31.165,0.157,4.186,0.153,9.247,2.364,,0.612,1.065,4.691,23.005,3.762,2.605,1.16,0.095,2.434,4.336,,4.542,0.076,6.745,0.198,4.427,4.577,0.099,0.566,,4.709,3.042,0.074,7.519,1.576,11.773,0.053,0.639,0.79,,10.619,9.41,0.129,,8.805,15.466,4.731,0.971,2.096,1.431,0.868,,0.706,8.544,,2.92,5.598,0.736,0.532,3.192,46.634,4.826,4.952,11.778,0.056,16.569,0.414,0.417,7.444,,0.377,0.107,1.07,0.053,,0.134,0.479,3.766,7.665,8.995,5.502,0.949,,7.609,3.327,,0.046,0.273,3.79,0.397,11.504,0.186,1.165,33.717,2.384,4.448,,11.4,0.142,0.101,7.053,2.465,19.557,4.467,2.107,6.36,,1.36,0.444,0.981,0.998,9.846,0.166,0.572,1.197,3.184,1.125,8.739,,12.674,2.586
2009,1.639,25.923,0.241,1.232,,1.475,,21.89,4.407,1.509,5.45,18.803,8.082,3.572,0.022,9.889,0.521,0.127,0.357,6.127,23.788,4.622,5.522,6.333,1.879,,1.433,1.882,5.818,20.481,0.546,1.899,0.057,15.966,5.627,3.966,5.913,0.283,0.346,0.028,0.409,,1.599,0.193,1.046,1.76,2.639,39.324,,7.622,10.936,9.739,0.55,,8.941,2.069,3.42,2.453,2.505,0.118,6.414,10.937,0.078,10.446,0.927,6.035,,1.539,2.678,7.794,1.455,0.322,,0.214,5.141,0.232,0.152,5.082,9.118,2.397,,0.827,2.586,2.092,6.03,0.979,5.061,0.23,5.199,1.864,1.431,9.21,7.516,3.494,11.294,8.864,6.977,2.757,3.206,9.059,12.99,0.307,1.271,0.33,0.398,,10.297,30.944,0.205,4.987,0.136,9.464,2.222,,0.656,1.099,4.049,21.399,3.468,3.941,1.111,0.086,2.482,4.117,,4.2,0.055,6.352,0.205,2.922,4.906,0.108,0.605,,5.124,2.982,0.065,7.198,1.437,12.004,0.061,0.497,0.792,,10.266,8.953,0.162,,8.047,14.246,4.632,0.95,2.4,1.781,0.84,,0.733,8.197,,2.887,5.328,0.744,0.528,3.201,43.482,4.979,4.176,11.021,0.058,17.575,0.423,0.365,11.256,,0.368,0.103,1.049,0.051,,0.134,0.527,3.842,6.96,8.018,5.072,0.881,,5.712,2.991,,0.043,0.439,3.998,0.328,10.044,0.211,1.255,33.943,2.354,4.492,,10.788,0.132,0.103,6.026,2.394,17.955,3.802,2.837,6.284,,1.468,0.52,1.028,1.068,9.863,0.187,0.405,1.177,3.288,1.094,8.029,,12.481,2.517
2010,1.725,24.688,0.294,1.242,,1.561,,19.428,4.555,1.463,5.493,18.391,8.627,3.393,0.024,10.362,0.553,0.126,0.394,6.45,23.564,4.573,5.712,6.577,1.679,,1.532,2.131,5.294,21.098,0.673,2.323,0.058,16.205,5.752,4.248,6.449,0.341,0.339,0.031,0.451,,1.658,0.232,1.115,1.663,3.383,26.421,,7.19,11.025,10.29,0.611,,8.974,2.123,3.297,2.439,2.408,0.116,6.078,14.278,0.075,11.929,1.419,6.157,,1.062,2.933,8.016,1.491,0.406,,0.241,5.103,0.254,0.154,4.921,8.504,2.484,,0.797,2.733,2.304,5.785,0.973,4.898,0.213,5.26,1.766,1.396,8.997,7.678,3.644,10.708,9.267,7.12,2.588,2.946,9.452,14.445,0.294,1.177,0.35,0.584,,11.427,29.869,0.263,4.618,0.2,10.035,2.318,,0.656,1.117,4.389,22.013,4.026,2.626,1.207,0.093,2.551,3.954,,4.153,0.064,6.344,0.249,4.133,5.091,0.113,0.621,,5.09,3.133,0.075,7.765,1.426,14.102,0.071,0.577,0.79,,10.942,9.382,0.187,,8.014,15.578,4.803,0.945,2.514,1.959,0.905,,0.67,8.667,,2.7,4.94,0.82,0.499,3.211,40.71,5.021,4.025,11.619,0.058,18.89,0.425,0.599,10.957,,0.379,0.113,1.046,0.051,,0.132,0.572,4.562,7.131,7.999,5.646,0.865,,4.814,2.929,,0.044,0.406,4.191,0.332,11.252,0.207,1.152,36.067,2.598,4.453,,11.678,0.154,0.116,6.409,1.891,18.468,3.638,2.013,6.508,,1.612,0.508,1.02,0.992,9.183,0.194,0.552,1.154,3.481,1.137,8.326,,12.249,2.707
2011,1.754,24.497,0.412,1.252,,1.79,,19.061,4.597,1.707,5.328,17.984,8.309,3.654,0.027,9.437,0.559,0.137,0.412,7.217,22.397,5.074,6.471,6.528,1.823,,1.6,2.21,5.453,24.593,0.986,2.033,0.063,16.214,5.169,4.616,7.112,0.346,0.281,0.037,0.501,,1.648,0.198,1.22,1.68,3.167,33.069,,6.845,10.79,10.04,0.543,,8.041,2.115,3.289,2.542,2.526,0.132,6.066,14.378,0.086,10.491,1.257,5.72,,1.16,2.929,7.283,1.911,0.391,,0.252,5.383,0.258,0.157,6.155,8.276,2.379,,0.791,2.659,2.376,6.193,1.072,4.813,0.219,5.096,2.455,1.475,8.141,7.796,4.232,10.296,9.126,6.909,2.774,2.858,9.835,13.611,0.317,1.389,0.358,0.573,,11.839,28.505,0.256,4.453,0.219,6.405,2.359,,0.744,1.129,4.568,21.329,3.728,2.639,1.234,0.108,2.639,4.064,,4.531,0.067,6.525,0.283,4.109,7.778,0.129,0.643,,5.646,3.133,0.076,7.691,1.277,14.333,0.078,0.587,0.84,,10.14,9.081,0.202,,7.77,16.678,4.94,0.929,2.721,1.666,0.897,,0.732,8.656,,1.941,4.844,0.845,0.538,3.076,41.172,5.1,4.359,11.992,0.063,17.688,0.408,0.629,8.729,,0.371,0.136,1.072,0.048,,0.124,0.559,3.706,6.989,7.962,5.187,0.857,,3.702,2.725,,0.044,0.368,4.118,0.301,12.064,0.221,0.956,35.137,2.416,4.741,,11.601,0.17,0.121,6.735,2.292,17.905,3.908,1.829,5.997,,1.7,0.537,1.066,0.81,8.997,0.205,0.665,1.129,3.76,1.132,8.214,,11.963,2.715
2012,1.88,13.161,0.35,1.33,,1.681,,19.801,4.566,1.974,5.373,17.84,7.951,3.835,0.03,9.128,0.562,0.159,0.433,6.596,20.497,5.295,6.096,6.496,1.426,,1.834,2.342,5.22,24.165,1.089,2.025,0.065,16.202,5.262,4.674,7.286,0.434,0.29,0.035,0.641,,1.704,0.193,0.992,1.667,3.174,39.154,,6.308,10.449,10.08,0.59,,7.17,2.176,3.457,2.472,2.47,0.145,5.986,13.54,0.093,9.442,1.213,5.694,,1.353,2.903,7.537,2.052,0.461,,0.229,5.624,0.25,0.153,4.92,8.035,2.56,,0.783,2.384,2.642,6.106,1.056,4.462,0.225,4.75,2.558,1.597,8.153,7.995,4.656,10.199,9.802,6.534,2.626,3.055,10.108,13.773,0.287,1.809,0.369,0.563,,11.681,30.113,0.265,4.599,0.246,8.493,2.345,,0.784,1.148,4.652,20.324,3.639,2.329,1.208,0.121,2.874,4.104,,4.32,0.062,6.702,0.217,3.72,9.31,0.122,0.692,,5.65,3.159,0.068,7.491,1.493,14.055,0.105,0.588,0.786,,9.86,8.891,0.212,,7.979,17.061,4.969,0.918,2.68,1.825,0.941,,0.682,8.462,,1.972,4.693,0.828,0.512,2.981,44.583,5.036,4.258,12.051,0.069,19.404,0.406,0.577,6.894,,0.363,0.152,1.071,0.048,,0.123,0.601,4.208,6.646,7.673,4.876,0.969,,4.768,2.188,,0.048,0.362,4.368,0.366,12.305,0.251,1.048,33.826,2.478,4.767,,11.087,0.194,0.112,6.695,2.558,17.113,3.917,2.287,6.644,,1.571,0.444,1.057,0.749,8.838,0.249,0.53,1.135,3.848,1.111,8.127,,11.887,2.852
